Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18,Perks 19
Hammerhead,211732170,"""6917530002622095123""",archive,Legendary,0,Machine Gun,brave,Power,Void,heavy,389,Adaptive Frame,Range,10,Vault,true,false,true,6,23,,75,95,41,85,15,0,0,0,60,450,64,57,50,0,0,0,0,0,0,0,0,6,40,0,0,false,0,69,,,,Adaptive Frame*,Hammer-Forged Rifling*,Armor-Piercing Rounds*,Fourth Time's the Charm*,Killing Tally*,Indomitability*,Kill Tracker,Targeting Adjuster*,Masterworked: Range*,BRAVE Hammerhead*,,,,,,,,,,
Harsh Language,1606497639,"""6917530014657207482""",archive,Legendary,0,Grenade Launcher,engram,Energy,Void,special,10,Wave Frame,Blast Radius,2,Vault,true,false,false,6,20,,75,71,0,0,13,67,78,0,20,72,75,1,61,0,0,0,0,0,0,0,0,3,57,0,0,false,0,0,field-forged,,,Wave Frame*,Volatile Launch*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Envious Assassin*,Repulsor Brace*,Field-Tested*,Kill Tracker,Tier 2: Blast Radius*,,,,,,,,,,
Hawkmoon,3856705927,"""6917530128016264467""",,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,412,Paracausal Shot,Magazine,10,Vault,true,false,false,4,12,,100,93,84,62,14,0,0,0,63,140,59,9,71,0,0,0,0,0,0,0,0,26,52,0,0,false,0,93,,,,Paracausal Shot*,Hammer-Forged Rifling*,Alloy Magazine*,Opening Shot*,Combat Grip*,Kill Tracker,Austroraptor*,Hawkmoon Catalyst*,,,,,,,,,,,,
Hawkmoon,3856705927,"""6917530141406422412""",archive,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,200,Paracausal Shot,,,Vault,true,false,false,4,12,,96,93,84,67,14,0,0,0,58,140,59,8,71,0,0,0,0,0,0,0,0,26,52,0,0,false,0,0,,,,Paracausal Shot*,Full Bore*,Alloy Magazine*,Moving Target*,Smooth Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Hawkmoon,3856705927,"""6917530143022396162""",archive,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,200,Paracausal Shot,,,Vault,true,false,false,4,12,,96,93,84,52,14,0,0,0,73,140,59,8,91,0,0,0,0,0,0,0,0,26,52,0,0,false,0,2,,,,Paracausal Shot*,Fluted Barrel*,Alloy Magazine*,Moving Target*,Smooth Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Hawkmoon,3856705927,"""6917530143620286066""",archive,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,200,Paracausal Shot,,,Vault,true,false,false,4,12,,96,93,84,62,14,0,0,0,63,140,59,8,81,0,0,0,0,0,0,0,0,26,52,0,0,false,0,0,,,,Paracausal Shot*,Hammer-Forged Rifling*,Alloy Magazine*,Moving Target*,Polymer Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Hawkmoon,3856705927,"""6917530143625251170""",archive,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,200,Paracausal Shot,,,Vault,true,false,false,4,12,,100,93,84,62,14,0,0,0,63,140,59,8,71,0,0,0,0,0,0,0,0,26,52,0,0,false,0,0,,,,Paracausal Shot*,Hammer-Forged Rifling*,Alloy Magazine*,Moving Target*,Combat Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Hawkmoon,3856705927,"""6917530143629953571""",,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,200,Paracausal Shot,Magazine,10,Vault,true,false,false,4,12,,96,93,84,62,14,0,0,0,68,140,59,9,76,0,0,0,0,0,0,0,0,26,52,0,0,false,0,0,,,,Paracausal Shot*,Hammer-Forged Rifling*,Alloy Magazine*,Opening Shot*,Smooth Grip*,Kill Tracker,Austroraptor*,Hawkmoon Catalyst*,,,,,,,,,,,,
Hawkmoon,3856705927,"""6917530143793095202""",,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,200,Paracausal Shot,Magazine,10,Vault,true,false,false,4,12,,96,93,84,59,14,0,0,0,75,140,59,9,76,0,0,0,0,0,0,0,0,26,52,0,0,false,0,8,,,,Paracausal Shot*,Smallbore*,Alloy Magazine*,Moving Target*,Smooth Grip*,Kill Tracker,Austroraptor*,Hawkmoon Catalyst*,,,,,,,,,,,,
Heritage,4248569242,"""6917529941116733708""",keep,Legendary,0,Shotgun,deepstonecrypt,KineticSlot,Kinetic,special,10,Pinpoint Slug Frame,,,Titan(10),false,true,false,4,12,,60,68,70,88,12,0,0,0,43,65,45,6,70,0,0,0,0,0,0,0,0,5,49,0,0,crafted,14,29,,,,Pinpoint Slug Frame*,Hammer-Forged Rifling*,Accurized Rounds*,Hip-Fire Grip*,Moving Target*,Bray Inheritance*,Kill Tracker,,,,,,,,,,,,,
Heritage,4248569242,"""6917530127206899027""",keep,Legendary,0,Shotgun,deepstonecrypt,KineticSlot,Kinetic,special,139,Pinpoint Slug Frame,Range,10,Vault,false,false,false,4,12,,60,68,70,84,12,0,0,0,71,70,47,6,87,0,0,0,0,0,0,0,0,5,49,0,0,crafted,31,313,,,,Pinpoint Slug Frame*,Fluted Barrel*,Assault Mag*,Reconstruction*,Recombination*,Bray Inheritance*,Kill Tracker,Ballistics*,Jacarina*,,,,,,,,,,,
Herod-C,1788603939,"""6917529866690777524""",archive,Legendary,0,Auto Rifle,gambit,KineticSlot,Stasis,primary,10,High-Impact Frame,Stability,3,Vault,true,false,false,5,16,,100,61,31,84,19,0,0,0,46,400,38,31,40,0,0,0,0,0,0,0,0,22,51,0,0,false,0,0,hakke,,,High-Impact Frame*,Arrowhead Brake*,Extended Barrel,Ricochet Rounds*,Light Mag,Subsistence*,Shoot to Loot,One for All*,Gun and Run*,Häkke Breach Armaments,Kill Tracker,Tier 3: Stability*,,,,,,,,
Hung Jury SR4,205225492,"""6917529999710745079""",archive,Legendary,0,Scout Rifle,brave,KineticSlot,Kinetic,primary,10,Precision Frame,Handling,10,Vault,true,false,true,6,23,,75,67,62,59,22,0,0,0,60,180,46,19,75,0,0,0,0,0,0,0,0,22,60,0,0,false,0,36,omolon,,,Precision Frame*,Fluted Barrel*,Smallbore,Accurized Rounds*,Tactical Mag,Rewind Rounds,Rapid Hit*,Firefly*,Explosive Payload,Indomitability*,Kill Tracker,Backup Mag*,Masterworked: Handling*,BRAVE Hung Jury SR4*,,,,,,
Hung Jury SR4,205225492,"""6917530002253261862""",archive,Legendary,0,Scout Rifle,brave,KineticSlot,Kinetic,primary,10,Precision Frame,Handling,10,Vault,true,false,true,6,23,,85,67,62,59,22,0,0,0,55,180,46,16,50,0,0,0,0,0,0,0,0,22,60,0,0,false,0,0,omolon,,,Precision Frame*,Extended Barrel*,Alloy Magazine*,Enlightened Action*,Box Breathing*,Indomitability*,Kill Tracker,Masterworked: Handling*,BRAVE Hung Jury SR4*,,,,,,,,,,,
Hung Jury SR4 (Adept),4074251943,"""6917529859637858419""",archive,Legendary,0,Scout Rifle,nightfall,KineticSlot,Kinetic,primary,10,Precision Frame,Handling,3,Vault,true,false,false,5,19,,85,67,62,59,22,0,0,0,60,180,56,17,43,0,0,0,0,0,0,0,0,22,60,0,0,false,0,0,omolon,,,Precision Frame*,Extended Barrel*,Fluted Barrel,Tactical Mag*,Steady Rounds,No Distractions*,Surplus,Firefly*,Stunning Recovery*,Vanguard's Vindication,Omolon Fluid Dynamics,Kill Tracker,Tier 3: Handling*,,,,,,,
Husk of the Pit,3319810952,"""6917529935902643633""",archive,Common,0,Auto Rifle,crotasend,KineticSlot,Kinetic,primary,10,Rapid-Fire Frame,,,Vault,true,false,false,6,22,,75,65,18,20,15,0,0,0,45,720,40,50,45,0,0,0,0,0,0,0,0,12,51,0,0,false,0,2,,,,Rapid-Fire Frame*,Arrowhead Brake*,Kill Tracker,,,,,,,,,,,,,,,,,
Igneous Hammer (Adept),2314610827,"""6917530015658434420""",keep,Legendary,0,Hand Cannon,crucible,Energy,Solar,primary,468,Aggressive Frame,Stability,10,Warlock(433),true,false,false,6,22,,95,66,92,74,14,0,0,0,57,120,44,8,53,0,0,0,0,0,0,0,0,23,55,0,0,crafted,74,766,,"00002:Arc,Prismatic",PVP,Aggressive Frame*,Fluted Barrel*,Hammer-Forged Rifling,Alloy Magazine,Light Mag*,Rapid Hit*,Precision Instrument*,Eye of the Storm,Alacrity*,One Quiet Moment,Crucible Tracker,Adept Stability*,Trials Memento*,Superblack*,,,,,,
Igneous Hammer (Adept),2314610827,"""6917530015662212220""",archive,Legendary,0,Hand Cannon,crucible,Energy,Solar,primary,10,Aggressive Frame,Range,1,Vault,true,false,false,6,22,,100,66,92,71,14,0,0,0,32,120,30,8,44,0,0,0,0,0,0,0,0,23,55,0,0,false,0,0,,,,Aggressive Frame*,Arrowhead Brake*,Corkscrew Rifling,Armor-Piercing Rounds*,Flared Magwell,Heal Clip*,Golden Tricorn*,Frenzy,Alacrity*,One Quiet Moment,Kill Tracker,Tier 1: Range*,,,,,,,,
IKELOS_HC_v1.0.3,1731355324,"""6917529937588835121""",keep,Legendary,0,Hand Cannon,rasputin,Energy,Void,primary,10,Precision Frame,Airborne Effectiveness,25,Titan(10),false,true,false,5,19,,91,75,78,27,14,0,0,0,80,180,33,12,33,0,0,0,0,0,0,0,0,46,53,0,0,crafted,1,15,,00001:Raid,,Precision Frame*,Polygonal Rifling*,Steady Rounds*,Subsistence*,Repulsor Brace*,Rasputin's Arsenal*,Kill Tracker,,,,,,,,,,,,,
IKELOS_SMG_v1.0.3,2149683300,"""6917529851138078303""",keep,Legendary,0,Submachine Gun,rasputin,Energy,Arc,primary,10,Aggressive Frame,Range,10,Vault,false,false,false,5,19,,90,37,22,68,14,0,0,0,45,720,26,32,69,0,0,0,0,0,0,0,0,13,45,0,0,crafted,101,7495,,,,Aggressive Frame*,Corkscrew Rifling*,Seraph Rounds*,Feeding Frenzy*,Voltshot*,Rasputin's Arsenal*,Kill Tracker,Ballistics*,Luminous Void*,,,,,,,,,,,
IKELOS_SMG_v1.0.3,2149683300,"""6917529866986773937""",keep,Legendary,0,Submachine Gun,rasputin,Energy,Arc,primary,10,Aggressive Frame,,,Vault,false,false,false,5,19,,100,37,22,54,14,0,0,0,25,720,24,32,52,0,0,0,0,0,0,0,0,13,45,0,0,crafted,6,111,,,,Aggressive Frame*,Extended Barrel*,Alloy Magazine*,Feeding Frenzy*,Tap the Trigger*,Rasputin's Arsenal*,Kill Tracker,Noble Rime*,,,,,,,,,,,,
Indebted Kindness,3381450498,"""6917530001911543700""",archive,Legendary,0,Sidearm,dungeon,Energy,Arc,special,10,Micro-Missile Frame,Reload Speed,10,Vault,true,false,false,6,23,,60,80,0,0,18,45,56,0,63,100,48,12,45,0,0,0,0,0,0,0,0,11,37,0,0,false,0,917,,,,Micro-Missile Frame*,Confined Launch*,Quick Launch,Alloy Magazine,High-Velocity Rounds*,Beacon Rounds*,Voltshot*,Sundering*,Kill Tracker,Backup Mag*,Masterworked: Reload Speed*,Superblack*,,,,,,,,
Judgment of Kelgorath,2978226043,"""6917529858066331958""",keep,Legendary,0,Glaive,seasonpass,Energy,Solar,special,10,Aggressive Glaive,,,Vault,false,false,false,5,19,,0,70,95,86,0,0,0,0,0,45,35,5,28,0,0,0,0,0,0,0,15,13,35,0,0,crafted,1,104,hakke,,,Aggressive Glaive*,Ballistic Tuning*,Alloy Magazine*,Genesis*,Surrounded*,Ambush*,Häkke Breach Armaments,Kill Tracker,Shadow Gilt*,,,,,,,,,,,
Kept Confidence,1875512595,"""6917529932386476048""",keep,Legendary,0,Hand Cannon,seasonpass,KineticSlot,Strand,primary,10,Adaptive Frame,,,Vault,false,false,false,6,22,,91,76,84,41,14,0,0,0,81,140,40,10,45,0,0,0,0,0,0,0,0,26,55,0,0,crafted,1,2,,,,Adaptive Frame*,Polygonal Rifling*,Steady Rounds*,Invisible Hand*,Eye of the Storm*,Head Rush*,Kill Tracker,,,,,,,,,,,,,
Khvostov 7G-02,4209476803,"""6917530021863452127""",archive,Legendary,0,Auto Rifle,paleheart,KineticSlot,Kinetic,primary,10,Adaptive Frame,Handling,10,Vault,true,false,false,7,24,,60,67,21,49,15,0,0,0,38,600,55,41,75,0,0,0,0,0,0,0,0,17,46,0,0,false,0,4,suros,,,Adaptive Frame*,Hammer-Forged Rifling*,Full Bore,Polygonal Rifling,Alloy Magazine*,Steady Rounds,Extended Mag,Strategist*,Pugilist,Demolitionist,Multikill Clip*,Attrition Orbs,Dealer's Choice*,Kill Tracker,Masterworked: Handling*,Shadow Gilt*,,,,
Khvostov 7G-0X,4129629253,"""6917530024128716508""",keep,Exotic,0,Auto Rifle,paleheart,KineticSlot,Kinetic,primary,22,The Right Choice,,,Vault,true,false,false,7,24,,97,87,21,47,17,0,0,0,77,600,79,41,71,0,0,0,0,0,0,0,0,27,54,0,0,false,0,2163,,,,The Right Choice*,Hammer-Forged Rifling*,Alloy Magazine*,"Eyes Up, Guardian*",Shoot to Loot*,Composite Stock*,Kill Tracker,"The Lost, Found*",Empty Catalyst Socket*,,,,,,,,,,,
Last Foray,4118936670,"""6917530182669938903""",archive,Legendary,3,Sniper Rifle,,Energy,Solar,special,459,Aggressive Frame,Stability,2,Vault,true,false,false,8,28,,75,43,90,80,55,0,0,0,34,72,27,3,42,0,0,0,0,0,0,0,0,3,29,0,0,false,0,0,field-forged,,,Aggressive Frame*,Fluted Barrel*,Polygonal Rifling,Accurized Rounds*,Extended Mag,Discord*,Quickdraw,Precision Instrument*,Snapshot Sights,Veteran's Wisdom*,Field-Tested,Kill Tracker,Tier 2: Stability*,,,,,,,
Last Foray,4118936670,"""6917530182673750164""",archive,Legendary,3,Sniper Rifle,,Energy,Solar,special,459,Aggressive Frame,Range,1,Vault,true,false,false,8,28,,75,43,90,71,55,0,0,0,37,72,12,4,27,0,0,0,0,0,0,0,0,13,29,0,0,false,0,0,field-forged,,,Aggressive Frame*,Polygonal Rifling*,Smallbore,Extended Mag*,Alloy Magazine,Quickdraw*,Envious Assassin,Cascade Point*,Triple Tap,Veteran's Wisdom*,Field-Tested,Kill Tracker,Tier 1: Range*,,,,,,,
Le Monarque,3588934839,"""6917529592587176442""",keep,Exotic,0,Combat Bow,blackarmory,Energy,Void,primary,10,Poison Arrows,"Stability, Reload Speed",10,Vault,true,false,false,2,5,,78,70,68,0,18,0,0,0,81,0,70,0,69,0,600,78,0,0,0,0,0,18,56,0,0,false,0,906,,,,Poison Arrows*,Natural String*,Compact Arrow Shaft*,Snapshot Sights*,Kill Tracker,Poison Wings Spread*,Le Monarque Catalyst*,,,,,,,,,,,,,
Liminal Vigil,3138208275,"""6917529854120316758""",archive,Legendary,0,Sidearm,,KineticSlot,Stasis,primary,10,Heavy Burst,Reload Speed,10,Vault,true,false,false,5,19,,94,85,56,70,12,0,0,0,56,325,30,26,35,0,0,0,0,0,0,0,0,22,33,0,0,false,0,26,tex-mechanica,,,Heavy Burst*,Full Bore,Smallbore*,High-Caliber Rounds,Ricochet Rounds*,Perpetual Motion*,Desperado*,Tex Balanced Stock*,Kill Tracker,Masterworked: Reload Speed*,Superblack*,,,,,,,,,
Lionfish-4fr,2423071981,"""6917530137306317877""",archive,Legendary,3,Fusion Rifle,pinnacleops,KineticSlot,Stasis,special,305,Rapid-Fire Frame,Reload Speed,3,Vault,true,false,false,8,27,,64,36,55,21,15,0,0,0,53,0,49,7,48,533,0,0,0,0,0,0,0,7,52,0,0,false,0,0,veist,,,Rapid-Fire Frame*,Chambered Compensator*,Fluted Barrel,Particle Repeater*,Projection Fuse,Proximity Power*,Lead from Gold,Controlled Burst*,Elemental Honing,Problem Solver*,Vanguard Determination,Veist Stinger,Kill Tracker,Tier 3: Reload Speed*,,,,,,
Lionfish-4fr,2423071981,"""6917530137360756745""",archive,Legendary,2,Fusion Rifle,pinnacleops,KineticSlot,Stasis,special,295,Rapid-Fire Frame,Reload Speed,1,Vault,true,false,false,8,27,,54,36,55,36,15,0,0,0,23,0,47,8,48,533,0,0,0,0,0,0,0,7,52,0,0,false,0,0,veist,,,Rapid-Fire Frame*,Full Bore*,Hammer-Forged Rifling,Enhanced Battery*,Ionized Battery,Reconstruction*,Chill Clip*,Problem Solver*,Vanguard Determination,Veist Stinger,Kill Tracker,Tier 1: Reload Speed*,,,,,,,,
Lionfish-4fr,2423071981,"""6917530138522641229""",archive,Legendary,3,Fusion Rifle,pinnacleops,KineticSlot,Stasis,special,368,Rapid-Fire Frame,Charge Time,2,Vault,true,false,false,8,27,,64,36,55,21,15,0,0,0,43,0,46,8,48,526,0,0,0,0,0,0,0,7,52,0,0,false,0,0,veist,,,Rapid-Fire Frame*,Chambered Compensator*,Corkscrew Rifling,Enhanced Battery*,Liquid Coils,Reconstruction*,Subsistence,Reservoir Burst*,Elemental Honing,Problem Solver*,Vanguard Determination,Veist Stinger,Kill Tracker,Tier 2: Charge Time*,,,,,,
Lionfish-4fr,2423071981,"""6917530143741413145""",archive,Legendary,3,Fusion Rifle,pinnacleops,KineticSlot,Stasis,special,407,Rapid-Fire Frame,Charge Time,4,Vault,true,false,false,8,27,,54,36,55,26,15,0,0,0,38,0,26,8,58,520,0,0,0,0,0,0,0,7,52,0,0,false,0,0,veist,,,Rapid-Fire Frame*,Corkscrew Rifling*,Polygonal Rifling,Ionized Battery*,Projection Fuse,Proximity Power*,Reconstruction,Controlled Burst*,Swashbuckler,Problem Solver*,Vanguard Determination,Veist Stinger,Kill Tracker,Tier 4: Charge Time*,,,,,,
Loaded Question (Adept),2914913838,"""6917530003044322660""",archive,Legendary,0,Fusion Rifle,nightfall,Energy,Arc,special,10,High-Impact Frame,Handling,2,Vault,true,false,false,6,21,,87,66,90,62,15,0,0,0,25,0,19,6,17,967,0,0,0,0,0,0,0,4,30,0,0,false,0,0,,,,High-Impact Frame*,Extended Barrel*,Fluted Barrel,Accelerated Coils*,Ionized Battery,Auto-Loading Holster*,Overflow,Reservoir Burst*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Tier 2: Handling*,,,,,,,,
Lodestar,3725585710,"""6917530125516707287""",,Exotic,0,Trace Rifle,seasonpass,Energy,Arc,primary,10,Starlight Beam,,,Vault,true,false,false,7,26,,95,90,6,76,17,0,0,0,95,1000,65,75,78,0,0,0,0,0,0,0,0,29,52,0,0,false,0,0,,,,Starlight Beam*,Fluted Barrel*,Phase Converter*,Arc Alignment*,Composite Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Long Arm,8293111,"""6917530009285479314""",archive,Legendary,0,Scout Rifle,,Energy,Arc,primary,10,Aggressive Frame,Reload Speed,10,Vault,true,false,false,5,19,,72,52,100,55,18,0,0,0,30,120,55,16,68,0,0,0,0,0,0,0,0,14,54,0,0,false,0,64,tex-mechanica,,,Aggressive Frame*,Extended Barrel,Fluted Barrel*,Appended Mag*,Alloy Magazine,Subsistence*,Explosive Payload*,Tex Balanced Stock*,Kill Tracker,Masterworked: Reload Speed*,,,,,,,,,,
Long Arm,8293111,"""6917530025575288583""",archive,Legendary,0,Scout Rifle,,Energy,Arc,primary,10,Aggressive Frame,Range,4,Vault,true,false,false,5,19,,72,52,100,69,18,0,0,0,30,120,45,14,68,0,0,0,0,0,0,0,0,14,54,0,0,false,0,0,tex-mechanica,,,Aggressive Frame*,Fluted Barrel*,Full Bore,Accurized Rounds*,Appended Mag,Compulsive Reloader*,Explosive Payload*,Tex Balanced Stock*,Kill Tracker,Tier 4: Range*,,,,,,,,,,
Lord of Wolves,3413860063,"""6917530140043324678""",keep,Exotic,0,Shotgun,,Energy,Solar,special,200,Shrapnel Launcher,"Stability, Reload Speed",10,Vault,true,false,false,2,4,,90,80,68,20,12,0,0,0,74,640,100,6,40,0,0,0,0,0,0,0,0,14,100,0,0,false,0,454,,,,Shrapnel Launcher*,Chambered Compensator*,Extended Mag*,Release the Wolves*,Composite Stock*,Kill Tracker,Lord of Wolves Catalyst*,,,,,,,,,,,,,
Lost Signal,1197771438,"""6917530020293723054""",archive,Legendary,0,Grenade Launcher,echoes,KineticSlot,Stasis,special,145,Area Denial Frame,Blast Radius,2,Vault,true,false,false,7,24,,79,69,0,0,13,100,72,0,36,72,75,1,66,0,0,0,0,0,0,0,0,3,63,0,0,false,0,13,,,,Area Denial Frame*,Confined Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Auto-Loading Holster*,Wellspring*,Radiolaria Transposer*,Kill Tracker,Tier 2: Blast Radius*,,,,,,,,,,
Lotus-Eater,924095500,"""6917530184174860912""",archive,Legendary,5,Sidearm,,Energy,Void,special,492,Micro-Missile Frame,Stability,2,Vault,true,false,false,8,28,,89,69,0,0,18,47,25,0,64,100,57,15,47,0,0,0,0,0,0,0,0,30,42,0,0,false,0,0,,,,Micro-Missile Frame*,Confined Launch*,Hard Launch,Appended Mag*,Alloy Magazine,Dimensional Shift*,Light Touch,Danger Zone,Frenzy,Surrounded*,Cascade Point,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 2: Stability*,Triumphant Pulse*,,,,
Lotus-Eater,924095500,"""6917530184551405222""",archive,Legendary,5,Sidearm,,Energy,Void,special,500,Micro-Missile Frame,Blast Radius,4,Vault,true,false,false,8,28,,89,69,0,0,18,51,25,0,62,100,57,15,47,0,0,0,0,0,0,0,0,30,42,0,0,false,0,0,,,,Micro-Missile Frame*,Confined Launch*,Linear Compensator,Appended Mag*,Implosion Rounds,Reconstruction*,Repulsor Brace,Light Touch,Frenzy*,Surrounded,Cascade Point,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 4: Blast Radius*,Triumphant Pulse*,,,,
Lotus-Eater,924095500,"""6917530184604050217""",,Legendary,4,Sidearm,,Energy,Void,special,492,Micro-Missile Frame,Handling,1,Vault,false,false,false,8,28,,89,69,0,0,18,52,30,0,47,100,57,15,43,0,0,0,0,0,0,0,0,30,42,0,0,false,0,0,,,,Micro-Missile Frame*,Volatile Launch*,Hard Launch,Appended Mag*,Extended Mag,Reconstruction*,Dimensional Shift,Frenzy*,Surrounded,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 1: Handling*,,,,,,,
Lubrae's Ruin (Adept),1466006054,"""6917530005513351392""",archive,Legendary,0,Glaive,vowofthedisciple,Energy,Solar,special,10,Adaptive Glaive,Range,1,Vault,true,false,false,5,16,,0,72,80,61,0,0,0,0,0,55,30,7,45,0,0,0,0,0,0,0,30,21,40,0,0,false,0,0,,,,Adaptive Glaive*,Ballistic Tuning*,Lightweight Emitter,Extended Mag*,Alloy Magazine,Grave Robber*,Sleight of Hand,Vorpal Weapon*,Swashbuckler,Souldrinker*,Kill Tracker,Tier 1: Range*,,,,,,,,
Lumina,3512014804,"""6917530025545608688""",keep,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,10,Noble Rounds,,,Vault,true,false,false,2,7,,100,88,84,70,14,0,0,0,65,140,61,12,76,0,0,0,0,0,0,0,0,27,58,0,0,false,0,0,,,,Noble Rounds*,Chambered Compensator*,Accurized Rounds*,Blessing of the Sky*,Polymer Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Luna's Howl,3757612024,"""6917530005030584610""",archive,Legendary,0,Hand Cannon,brave,Energy,Solar,primary,10,Precision Frame,Handling,10,Vault,true,false,true,6,23,,95,79,84,53,14,0,0,0,74,140,54,10,55,0,0,0,0,0,0,0,0,45,60,0,0,false,0,30,fotc,,,Precision Frame*,Smallbore*,Ricochet Rounds*,Eye of the Storm*,Magnificent Howl*,Indomitability*,Kill Tracker,Masterworked: Handling*,Superblack*,,,,,,,,,,,
Luna's Howl,2763843899,"""6917530005827356640""",archive,Legendary,0,Hand Cannon,brave,Energy,Solar,primary,10,Precision Frame,Stability,3,Vault,true,false,false,6,23,,95,79,84,46,14,0,0,0,65,140,54,10,50,0,0,0,0,0,0,0,0,45,60,0,0,false,0,0,fotc,,,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Alloy Magazine*,Flared Magwell,Heal Clip*,Magnificent Howl*,Indomitability*,Kill Tracker,Tier 3: Stability*,,,,,,,,,,
Luna's Howl,2763843899,"""6917530011518567521""",archive,Legendary,0,Hand Cannon,brave,Energy,Solar,primary,10,Precision Frame,Handling,10,Vault,true,false,false,6,23,,95,79,84,53,14,0,0,0,64,140,54,10,55,0,0,0,0,0,0,0,0,45,60,0,0,false,0,80,fotc,,,Precision Frame*,Extended Barrel,Smallbore*,Armor-Piercing Rounds*,Light Mag,Slideshot*,Magnificent Howl*,Indomitability*,Kill Tracker,Masterworked: Handling*,Superblack*,,,,,,,,,
Luna's Howl,3757612024,"""6917530018521424908""",archive,Legendary,0,Hand Cannon,brave,Energy,Solar,primary,10,Precision Frame,Range,10,Vault,true,false,true,6,23,,95,79,84,61,14,0,0,0,57,140,34,13,45,0,0,0,0,0,0,0,0,55,60,0,0,false,0,45,fotc,,,Precision Frame*,Fluted Barrel,Hammer-Forged Rifling*,Extended Mag*,Alloy Magazine,Eye of the Storm*,Heal Clip,Magnificent Howl*,Precision Instrument,Indomitability*,Kill Tracker,Masterworked: Range*,BRAVE Luna's Howl*,,,,,,,
Malfeasance,204878059,"""6917529866681761993""",,Exotic,0,Hand Cannon,exoticquest,KineticSlot,Kinetic,primary,10,Explosive Shadow,Range,10,Vault,true,false,false,2,4,,98,50,78,65,14,0,0,0,95,180,60,14,24,0,0,0,0,0,0,0,0,63,57,0,0,false,0,889,,,,Explosive Shadow*,Corkscrew Rifling*,Extended Mag*,Taken Predator*,Heavy Grip*,Kill Tracker,Malfeasance Catalyst*,,,,,,,,,,,,,
Martyr's Retribution,2584830733,"""6917530053178012470""",archive,Legendary,0,Grenade Launcher,echoes,Energy,Solar,special,10,Wave Frame,Blast Radius,4,Vault,true,false,false,7,24,,75,72,0,0,13,64,73,0,39,72,73,1,65,0,0,0,0,0,0,0,0,2,57,0,0,false,0,0,,,,Wave Frame*,Confined Launch*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Auto-Loading Holster*,Desperate Measures*,Cast No Shadows*,Kill Tracker,Tier 4: Blast Radius*,,,,,,,,,,
Matador 64,2563012876,"""6917529740895534818""",keep,Legendary,0,Shotgun,,Energy,Arc,special,405,Precision Frame,Reload Speed,10,Vault,true,false,false,4,15,,77,65,70,77,12,0,0,0,55,65,68,5,43,0,0,0,0,0,0,0,0,2,45,0,0,false,0,356,,,,Precision Frame*,Rifled Barrel,Smallbore*,Steady Rounds,Light Mag*,Perpetual Motion*,Opening Shot*,Kill Tracker,Quick Access Sling*,Masterworked: Reload Speed*,Superblack*,,,,,,,,,
